Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц,Дата подключения тарифа
55,423.03,2.9,56.0,150.0,0,35,0,26,4,2016-12-05 14:22:49
37,1128.13,7.7,54.0,154.0,0,3,0,26,25,2018-10-23 18:18:46
21,540.96,4.8,42.0,119.0,0,0,0,2,31,2018-04-02 12:21:05
56,27.36,1.9,8.0,4.0,0,0,0,2,2,2016-03-25 13:15:17
49,605.09,4.6,67.0,111.0,3,21,0,9,2,2019-07-11 18:23:25
21,139.12,2.1,41.0,63.0,0,0,0,4,70,2015-02-19 12:25:04
30,124.74,1.1,51.0,90.0,0,2,0,12,23,2015-03-25 12:21:53
49,597.54,7.3,59.0,45.0,1,0,1,17,5,2020-05-17 11:50:53
26,925.21,6.9,50.0,139.0,1,6,0,11,9,2021-05-12 17:18:12
40,395.45,6.4,53.0,22.0,0,4,0,28,47,2021-02-25 11:13:23
56,369.97,4.4,53.0,57.0,0,0,2,8,4,2016-04-21 11:14:21
32,124.85,2.0,34.0,50.0,0,36,0,9,14,2018-01-17 16:19:45
26,317.74,4.3,31.0,72.0,0,0,0,22,23,2018-04-28 11:46:49
59,371.5,2.7,53.0,141.0,2,0,1,12,1,2018-07-01 15:48:36
32,4540.34,13.8,398.0,105.0,27,30,0,14,0,2021-11-10 10:52:49
34,419.15,4.7,45.0,76.0,0,0,0,7,61,2016-10-17 10:21:40
39,6.93,1.1,2.0,5.0,0,0,0,0,0,2019-01-30 13:32:16
60,214.76,5.2,40.0,3.0,0,31,0,22,2,2015-08-12 10:26:33
43,314.16,3.3,36.0,86.0,0,6,0,23,6,2017-03-06 17:11:17
39,251.16,3.9,58.0,10.0,2,0,0,20,6,2015-12-11 16:44:24
49,12.16,0.9,4.0,12.0,1,0,0,0,0,2018-12-15 16:17:05
43,184.8,3.0,47.0,20.0,4,28,0,11,7,2018-12-02 13:36:49
69,33.12,2.3,5.0,7.0,0,0,0,12,1,2017-03-12 11:12:57
21,401.76,5.3,56.0,61.0,4,0,0,2,27,2015-03-20 10:24:06
34,618.51,4.8,80.0,134.0,44,7,0,12,172,2021-10-11 13:22:59
41,12.78,1.2,10.0,3.0,0,0,0,0,0,2020-10-14 12:09:10
34,1140.0,7.6,105.0,123.0,44,5,1,6,148,2020-08-07 18:45:09
23,33.44,0.5,35.0,59.0,22,3,0,4,80,2021-09-26 11:54:13
60,159.19,1.7,73.0,44.0,0,13,0,6,4,2017-06-26 11:11:06
55,272.44,2.8,43.0,78.0,0,0,2,21,1,2021-04-21 11:19:49
51,200.4,2.2,41.0,84.0,2,31,0,5,1,2016-09-16 10:19:20
41,20.23,1.9,7.0,6.0,0,0,0,0,0,2016-08-06 10:10:57
34,273.0,2.4,48.0,95.0,1,5,0,1,11,2017-02-03 11:29:08
29,2380.32,14.4,117.0,131.0,55,3,0,0,37,2018-09-29 17:53:51
55,252.0,2.3,79.0,58.0,6,0,1,2,5,2020-08-10 15:43:46
62,92.16,3.2,22.0,2.0,0,0,0,5,0,2021-04-17 14:07:50
55,285.41,2.9,51.0,81.0,3,0,0,23,5,2018-04-16 16:10:26
45,687.96,9.6,43.0,49.0,5,5,1,23,4,2020-03-10 12:14:15
38,359.52,2.4,61.0,128.0,0,0,0,19,9,2018-01-30 13:30:23
45,182.4,2.3,55.0,46.0,1,2,0,4,2,2020-12-10 18:58:07
30,893.52,8.3,71.0,68.0,2,44,0,1,59,2017-02-07 11:44:05
53,264.6,2.4,61.0,71.0,1,0,2,20,4,2020-09-22 17:59:28
42,333.76,3.2,62.0,61.0,0,27,0,21,16,2017-05-24 16:15:21
30,600.55,3.4,135.0,154.0,69,9,0,11,136,2018-06-07 17:55:17
52,321.62,2.7,80.0,75.0,0,30,0,25,1,2015-11-02 18:01:18
42,632.41,6.8,69.0,49.0,0,0,1,10,9,2017-07-09 17:42:25
53,14.4,1.6,6.0,4.0,0,0,0,0,0,2019-03-07 14:18:56
54,410.74,5.2,45.0,60.0,0,0,2,11,2,2015-10-09 15:51:24
46,458.64,2.4,101.0,131.0,0,7,0,12,2,2018-02-21 17:10:02
21,101.28,3.0,32.0,10.0,22,0,0,3,27,2018-06-18 12:02:39
58,441.5,2.9,56.0,159.0,2,0,0,1,5,2020-03-01 18:28:20
36,1197.38,8.6,112.0,116.0,54,4,0,8,111,2021-08-08 13:23:37
47,12.96,1.2,6.0,6.0,0,0,0,0,0,2020-06-16 18:31:09
49,227.82,2.3,66.0,61.0,3,0,0,18,1,2016-12-17 16:23:49
26,155.75,2.5,51.0,17.0,0,31,0,16,5,2017-09-21 15:31:56
48,174.9,1.9,65.0,39.0,3,0,0,2,3,2021-05-10 16:17:54
51,376.08,3.6,111.0,8.0,0,0,0,15,5,2021-09-29 12:46:59
45,380.1,3.0,30.0,138.0,2,0,3,0,4,2021-06-11 10:34:22
21,220.72,3.0,43.0,70.0,5,4,0,6,43,2021-09-16 10:37:09
60,292.51,2.8,44.0,101.0,2,7,1,26,5,2019-07-23 10:13:55
33,310.54,3.9,36.0,74.0,2,0,1,17,7,2015-04-13 12:57:12
52,331.75,3.1,33.0,121.0,2,0,0,2,5,2021-09-14 15:42:37
26,574.57,5.5,56.0,85.0,0,5,0,10,18,2019-04-19 15:14:35
56,424.24,3.0,55.0,142.0,4,0,0,8,4,2016-04-17 10:13:34
24,2325.14,17.0,110.0,125.0,31,4,0,12,30,2021-09-11 16:18:34
19,22.4,0.8,23.0,12.0,10,0,0,3,35,2018-01-16 14:23:15
39,16.2,1.8,4.0,6.0,0,0,0,0,0,2021-12-26 14:01:27
47,261.62,3.7,46.0,46.0,0,0,0,17,4,2018-10-31 10:30:21
38,217.85,1.5,50.0,157.0,0,12,0,19,46,2018-01-11 16:26:38
31,3479.91,14.6,247.0,86.0,15,8,0,28,0,2020-04-07 17:05:12
59,261.87,2.9,58.0,46.0,2,1,0,3,0,2015-04-07 17:20:13
21,36.69,0.6,31.0,63.0,4,0,0,3,63,2016-07-06 12:34:47
46,22.23,1.9,2.0,11.0,0,0,0,0,0,2019-02-27 12:30:40
53,468.39,5.7,69.0,32.0,0,0,1,11,4,2020-03-05 16:36:04
51,88.67,1.2,49.0,47.0,0,3,0,13,4,2015-06-16 11:32:42
41,19.0,1.6,12.0,2.0,1,0,0,0,0,2021-05-11 13:30:33
29,1392.3,10.0,100.0,133.0,44,7,2,9,29,2017-03-24 10:57:20
46,373.06,3.3,33.0,115.0,1,1,0,26,5,2016-11-04 17:50:11
54,301.43,2.6,53.0,106.0,4,0,1,19,5,2015-04-23 16:51:47
53,626.81,6.0,48.0,97.0,0,0,3,16,4,2019-08-28 11:30:12
28,200.91,1.9,46.0,101.0,0,0,2,19,24,2016-08-30 11:29:47
23,127.4,1.6,47.0,74.0,8,0,0,0,28,2017-05-20 10:50:38
66,31.68,2.2,5.0,7.0,0,0,0,3,3,2017-01-16 15:20:51
44,275.62,2.1,69.0,90.0,1,0,0,27,18,2020-11-19 15:47:22
20,192.01,2.6,31.0,71.0,7,0,0,3,79,2015-02-09 16:51:42
36,5.73,1.4,2.0,3.0,0,0,0,0,0,2020-05-11 11:51:33
44,630.63,6.6,42.0,88.0,6,0,0,23,17,2015-10-13 10:42:02
48,121.92,1.1,65.0,83.0,0,29,0,6,5,2016-09-01 10:35:06
24,173.07,2.2,40.0,80.0,7,0,0,1,15,2020-10-15 16:21:05
58,105.0,1.2,33.0,79.0,0,4,0,26,3,2019-04-09 13:42:30
58,502.25,5.0,48.0,75.0,1,7,0,25,4,2017-06-24 12:20:02
28,489.5,4.7,80.0,48.0,5,0,0,12,30,2021-06-26 13:58:31
59,113.68,1.6,33.0,55.0,1,0,0,7,0,2019-04-26 11:06:04
26,228.43,2.2,68.0,67.0,0,42,1,2,36,2015-04-29 15:23:27
41,14.41,1.1,5.0,11.0,0,0,0,0,0,2019-02-26 16:47:45
42,9.75,1.7,4.0,3.0,0,0,0,0,0,2019-09-10 14:25:38
42,464.05,4.7,53.0,81.0,0,5,0,23,40,2021-05-09 10:43:15
45,496.51,4.1,68.0,77.0,0,0,0,6,3,2015-09-18 11:23:18
52,114.24,1.6,40.0,45.0,0,38,0,10,3,2015-05-13 17:36:01
34,698.92,5.2,37.0,159.0,0,0,0,3,26,2017-02-17 16:42:56
38,140.46,1.5,42.0,88.0,0,36,0,20,14,2018-11-08 10:05:14
49,531.86,5.8,31.0,88.0,0,3,0,15,4,2021-08-13 15:35:35
42,2759.4,9.0,362.0,68.0,16,29,0,23,9,2021-08-04 18:37:36
32,136.89,1.4,38.0,100.0,1,5,0,22,35,2018-05-11 18:30:25
53,7.2,1.0,4.0,4.0,0,0,0,0,0,2021-09-23 16:41:23
56,850.39,8.9,37.0,96.0,4,0,0,28,4,2015-09-09 11:43:19
24,135.68,6.0,29.0,5.0,3,0,0,4,116,2020-02-03 11:33:37
33,2249.25,6.0,470.0,109.0,19,30,11,28,12,2020-09-23 17:56:50
33,235.05,3.0,46.0,57.0,2,0,0,26,22,2020-08-10 11:31:54
25,770.64,4.6,94.0,130.0,2,36,0,8,24,2017-12-01 14:21:16
47,849.12,8.6,68.0,59.0,0,7,0,28,2,2017-06-30 11:26:13
30,2042.54,10.6,218.0,67.0,35,5,5,28,5,2020-03-05 18:10:53
42,366.34,2.7,56.0,132.0,4,28,0,25,44,2015-05-15 17:02:31
31,427.62,4.9,67.0,42.0,0,33,0,1,52,2019-01-18 11:36:45
36,725.2,5.8,93.0,117.0,38,40,0,6,99,2015-10-06 10:33:52
48,554.83,6.5,55.0,57.0,0,0,0,4,5,2019-12-23 11:26:18
28,324.11,2.4,58.0,130.0,0,0,0,11,41,2019-10-07 11:37:31
30,453.6,4.5,47.0,74.0,8,26,0,15,21,2016-11-08 15:21:17
32,815.83,6.2,95.0,101.0,90,5,0,13,95,2021-04-04 15:31:27
58,300.3,2.0,61.0,127.0,3,2,0,14,0,2015-05-31 11:16:18
57,477.56,5.1,58.0,64.0,2,3,0,18,5,2015-02-10 10:12:29
64,20.28,1.3,4.0,9.0,0,0,0,11,3,2017-12-07 15:16:50
40,314.16,3.3,57.0,56.0,0,0,0,14,24,2020-12-16 11:32:37
20,87.15,1.5,12.0,67.0,8,3,0,0,38,2018-01-14 16:05:35
41,2690.69,13.2,234.0,86.0,0,34,0,48,11,2017-01-10 12:42:45
54,20.97,1.6,8.0,8.0,0,0,0,0,0,2015-03-27 18:49:08
50,173.65,2.9,31.0,49.0,2,3,0,14,3,2015-07-29 16:21:54
52,7.37,1.0,6.0,3.0,0,0,0,0,0,2018-12-12 16:14:56
36,119.12,1.7,55.0,32.0,0,13,0,23,38,2018-11-18 13:29:34
50,980.98,9.1,40.0,97.0,0,0,0,4,4,2015-10-09 13:27:39
68,46.92,2.3,4.0,13.0,0,0,0,4,3,2020-01-22 17:38:22
56,116.19,1.2,100.0,11.0,0,1,0,1,5,2021-05-26 17:10:33
55,956.34,6.9,71.0,98.0,0,1,0,12,4,2018-12-08 12:45:55
48,159.86,2.1,65.0,27.0,1,0,1,5,2,2019-01-31 17:51:45
47,22.68,1.8,6.0,8.0,0,0,0,0,0,2015-09-14 15:10:54
51,135.9,1.7,56.0,44.0,5,4,0,20,5,2020-02-17 18:43:07
42,556.48,5.2,60.0,83.0,0,0,0,15,52,2021-03-09 16:49:59
37,337.86,3.9,33.0,88.0,2,0,1,9,56,2020-11-14 10:28:12
20,40.77,0.8,2.0,78.0,0,0,1,9,111,2017-01-07 11:28:20
70,16.8,1.0,5.0,9.0,0,0,0,0,2,2015-05-15 13:49:22
63,10.92,1.3,4.0,3.0,0,0,0,4,3,2015-02-26 17:31:04
47,3543.54,13.2,274.0,92.0,35,27,0,21,9,2018-09-18 11:47:55
40,191.86,2.4,49.0,55.0,3,0,0,0,35,2017-06-29 13:44:11
57,89.43,1.2,47.0,49.0,4,2,0,1,2,2019-08-29 12:33:12
52,609.84,7.2,31.0,78.0,0,0,1,14,5,2017-11-15 15:55:38
66,30.0,1.0,20.0,5.0,0,0,0,8,3,2020-04-03 13:25:23
55,476.09,3.7,72.0,100.0,0,0,3,10,3,2020-02-09 15:29:57
40,392.97,3.1,70.0,101.0,0,0,0,11,22,2021-03-31 12:22:45
56,552.47,5.9,59.0,64.0,0,28,0,30,3,2015-08-21 13:46:08
21,205.43,2.5,16.0,113.0,0,0,0,4,39,2017-01-14 13:45:26
57,329.97,3.7,53.0,64.0,4,0,0,3,0,2015-10-28 13:25:58
53,787.78,6.8,45.0,100.0,3,25,0,1,1,2018-02-01 13:09:21
30,145.14,2.1,46.0,42.0,3,30,0,30,32,2016-09-20 18:24:06
50,260.28,1.8,65.0,135.0,2,14,0,14,2,2016-02-22 15:21:53
54,1328.14,9.1,114.0,48.0,1,2,0,1,2,2015-09-17 16:32:19
42,734.08,6.7,58.0,91.0,0,6,0,28,33,2015-12-13 12:30:02
39,336.98,2.9,64.0,76.0,0,0,0,22,57,2016-09-20 18:11:22
45,408.1,4.4,32.0,86.0,3,0,1,0,2,2016-06-22 12:41:35
40,18.84,1.0,10.0,12.0,2,0,0,0,0,2018-10-03 13:42:54
34,244.67,2.3,63.0,75.0,6,5,0,0,33,2016-03-20 18:13:48
19,442.33,5.6,40.0,68.0,32,0,0,0,24,2016-09-07 17:26:48
26,154.56,1.6,67.0,44.0,0,0,0,15,25,2018-12-26 18:56:13
26,792.81,9.8,63.0,35.0,6,0,0,1,6,2015-11-05 15:34:25
20,127.46,2.9,29.0,35.0,10,0,0,5,40,2018-04-08 17:08:54
32,240.79,3.0,37.0,74.0,0,15,0,8,38,2020-02-12 14:19:47
21,66.15,1.4,32.0,32.0,7,2,0,4,21,2015-02-08 12:04:55
53,606.42,4.0,111.0,82.0,0,1,1,8,5,2017-03-21 13:37:51
34,313.85,2.6,64.0,96.0,7,0,2,10,9,2021-03-10 16:52:17
41,7.56,1.2,4.0,3.0,0,0,0,0,0,2017-06-15 12:03:25
59,517.12,4.1,84.0,79.0,0,3,0,24,4,2015-06-08 17:17:38
50,316.82,3.1,62.0,57.0,4,0,0,21,5,2015-07-23 16:10:04
63,15.84,1.2,8.0,3.0,0,0,0,2,1,2020-05-07 11:25:59
34,575.64,3.6,99.0,155.0,25,5,1,3,103,2015-01-29 14:22:16
70,17.28,1.6,7.0,2.0,0,0,0,12,0,2021-02-08 11:41:53
23,14.78,0.2,46.0,66.0,8,0,0,6,31,2015-06-03 10:53:47
33,794.98,6.4,75.0,132.0,41,24,0,2,74,2018-10-02 12:14:54
46,784.27,7.6,52.0,89.0,0,1,0,9,5,2017-10-10 17:46:41
38,294.29,3.0,56.0,75.0,0,7,0,16,12,2016-04-30 13:55:34
20,90.44,1.9,47.0,7.0,28,0,0,3,35,2019-12-05 10:14:54
38,495.04,5.2,43.0,74.0,2,22,0,18,60,2015-12-17 13:47:11
45,546.21,3.4,58.0,147.0,3,3,0,15,5,2020-01-13 16:50:50
20,30.58,3.2,10.0,3.0,4,0,0,0,38,2016-06-22 13:41:20
50,297.73,4.1,50.0,44.0,0,1,1,7,2,2020-08-24 13:57:42
26,346.92,2.8,50.0,106.0,0,0,0,12,5,2020-05-23 11:54:39
50,161.29,2.4,40.0,48.0,3,5,0,30,0,2018-03-17 16:51:51
49,486.64,4.4,67.0,64.0,0,0,0,8,4,2018-02-11 18:37:08
52,476.14,3.8,40.0,122.0,0,2,0,28,5,2020-02-23 11:56:07
58,357.0,3.4,41.0,92.0,0,45,1,12,4,2017-11-06 15:04:12
56,554.03,4.9,57.0,97.0,1,0,0,20,4,2016-08-23 18:38:45
51,13.1,1.0,10.0,6.0,0,0,0,0,0,2016-01-29 14:42:55
56,301.91,3.8,50.0,42.0,3,2,0,1,3,2018-09-07 18:40:10
20,426.3,3.5,57.0,116.0,2,0,0,3,58,2015-04-01 13:34:41
41,334.81,3.6,33.0,99.0,0,0,0,1,11,2021-08-19 16:42:44
21,28.35,1.0,31.0,3.0,21,0,0,0,22,2017-06-26 12:16:39
27,2466.46,8.0,409.0,75.0,0,5,9,11,11,2017-04-25 12:17:07
56,270.09,4.0,44.0,44.0,0,23,0,12,5,2020-11-22 12:44:34
44,332.9,3.9,51.0,62.0,0,45,0,5,41,2019-09-09 14:20:15
49,20.72,2.3,3.0,8.0,0,0,0,0,0,2018-02-06 13:40:32
52,154.79,2.7,54.0,14.0,0,3,2,19,0,2018-05-12 16:18:50
60,499.41,8.0,50.0,28.0,0,6,0,7,4,2015-11-05 14:45:05
30,4650.52,13.6,375.0,102.0,23,33,5,50,0,2020-03-18 10:44:51
48,15.32,1.1,10.0,7.0,0,0,0,0,0,2018-10-23 12:07:11
50,13.51,1.1,5.0,10.0,0,0,0,0,0,2020-12-12 15:04:41
60,406.66,4.8,43.0,73.0,0,0,0,24,3,2017-10-12 12:21:35
31,71.61,1.1,43.0,33.0,0,3,0,6,31,2017-12-12 10:57:35
53,64.21,1.2,33.0,35.0,4,4,0,9,4,2018-05-10 13:07:27
44,112.37,1.4,67.0,32.0,0,0,0,3,51,2015-03-02 18:23:20
52,17.2,3.0,3.0,4.0,0,0,0,0,0,2020-06-04 13:40:36
44,328.18,4.6,45.0,49.0,0,9,0,10,2,2021-09-30 16:37:07
60,325.83,3.1,46.0,100.0,0,3,0,3,2,2019-05-19 18:06:10
19,215.25,2.5,36.0,79.0,16,2,0,11,50,2020-08-05 17:10:32
34,189.95,1.4,49.0,142.0,4,9,1,20,69,2019-10-09 16:47:25
29,852.05,6.4,47.0,143.0,0,31,0,7,43,2020-12-09 17:39:37
45,336.02,2.5,48.0,143.0,2,29,0,26,5,2015-01-25 11:21:17
54,35.38,2.7,5.0,10.0,2,0,0,0,0,2020-08-13 13:27:19
33,1059.24,10.0,114.0,65.0,30,5,0,0,121,2019-12-22 11:57:44
34,135.1,2.0,53.0,21.0,3,5,0,1,30,2020-10-24 17:58:31
68,1720.28,8.4,207.0,101.0,27,30,0,30,0,2016-07-18 17:55:58
63,16.8,1.0,10.0,4.0,0,0,0,7,3,2018-05-09 12:53:41
21,177.45,3.0,19.0,62.0,7,0,0,3,56,2018-01-23 12:11:09
19,40.42,0.7,2.0,67.0,27,0,0,1,32,2018-12-07 17:25:21
19,189.51,2.5,48.0,67.0,8,0,0,2,12,2015-05-01 11:43:08
60,176.51,1.7,44.0,100.0,2,0,3,21,4,2017-03-19 10:59:44
30,655.2,4.2,104.0,126.0,60,24,0,11,81,2019-01-12 13:27:17
19,14.01,0.4,51.0,4.0,0,0,0,1,71,2018-08-07 12:11:55
44,577.22,6.2,61.0,43.0,8,33,0,26,29,2018-09-28 10:10:25
33,1237.29,8.6,84.0,127.0,105,7,0,13,113,2015-02-13 16:20:45
35,152.5,1.4,64.0,80.0,2,31,0,3,16,2015-05-26 13:29:11
54,373.24,4.3,29.0,83.0,0,17,0,1,5,2021-06-08 12:30:40
51,281.65,3.7,45.0,55.0,3,2,0,8,2,2016-05-30 18:47:03
26,698.85,6.9,48.0,92.0,0,33,0,20,14,2018-12-23 10:14:48
26,245.04,2.4,94.0,66.0,54,5,0,0,94,2015-04-29 17:40:38
46,200.02,4.0,49.0,8.0,3,12,0,10,5,2019-10-21 15:50:19
53,441.82,5.1,44.0,74.0,0,0,0,4,2,2018-09-05 13:03:27
35,54.6,1.2,29.0,24.0,0,34,1,22,3,2020-10-23 11:38:57
39,5.94,1.1,2.0,4.0,0,0,0,0,0,2021-04-15 17:12:48
26,321.16,3.1,67.0,53.0,0,28,0,4,57,2021-09-06 18:34:13
39,780.33,9.8,58.0,44.0,0,17,3,18,69,2020-04-04 18:54:44
65,14.04,1.3,3.0,6.0,0,0,0,9,0,2018-11-05 18:42:21
47,246.84,2.5,40.0,99.0,0,0,0,3,4,2017-03-13 12:56:20
48,201.77,3.5,31.0,46.0,1,12,1,14,1,2019-04-28 13:53:46
56,875.87,5.5,48.0,159.0,1,3,0,17,4,2015-09-15 10:40:01
60,569.52,4.8,66.0,74.0,5,1,0,13,4,2019-05-05 13:19:24
23,252.0,4.3,37.0,55.0,0,0,0,3,18,2020-07-12 10:58:27
40,476.28,3.6,53.0,114.0,0,41,0,8,14,2017-09-19 10:42:31
28,380.1,7.8,31.0,32.0,3,1,0,23,41,2016-04-29 11:13:22
69,4252.1,12.8,362.0,144.0,31,10,0,17,5,2020-10-13 16:16:35
63,15.96,1.9,4.0,3.0,0,0,0,2,0,2018-04-16 10:28:15
19,552.47,5.9,44.0,103.0,0,0,0,5,56,2018-10-26 14:34:19
29,638.58,5.8,65.0,95.0,47,6,0,10,74,2016-11-02 14:11:26
48,399.84,3.4,62.0,79.0,2,7,0,1,5,2016-07-29 12:35:45
31,1070.16,8.4,40.0,144.0,0,1,0,11,52,2018-08-28 14:11:11
20,38.98,5.1,9.0,3.0,0,0,1,0,119,2016-02-04 11:37:13
25,327.1,2.6,111.0,40.0,1,0,0,0,25,2015-07-13 18:31:57
48,617.83,5.3,69.0,86.0,0,0,1,0,4,2016-10-28 17:19:29
60,141.8,1.4,48.0,91.0,0,0,0,2,5,2018-07-10 14:56:03
68,31.68,3.3,5.0,3.0,0,0,0,2,2,2018-09-02 18:25:38
61,3253.48,15.0,247.0,84.0,19,27,5,15,9,2018-08-25 16:25:33
59,343.98,2.5,43.0,156.0,0,18,2,12,3,2018-04-08 17:55:13
46,892.28,6.5,59.0,129.0,7,0,0,1,3,2019-08-19 18:24:03
50,277.35,2.8,32.0,110.0,1,31,0,4,3,2020-06-27 13:09:18
34,303.03,2.6,39.0,110.0,3,25,0,10,42,2019-04-20 10:51:54
53,395.32,5.8,41.0,49.0,0,18,0,12,4,2016-05-08 16:32:45
69,68.64,2.2,23.0,3.0,0,0,0,1,3,2018-01-21 10:52:11
35,527.63,3.3,70.0,153.0,0,0,2,1,50,2015-07-16 17:33:29
47,131.04,1.6,53.0,41.0,4,0,0,17,2,2021-10-17 13:38:11
30,468.72,3.1,54.0,139.0,2,4,0,22,33,2017-03-14 18:03:31
35,344.08,3.9,70.0,39.0,3,0,0,8,17,2021-09-30 12:33:13
54,834.96,8.4,50.0,69.0,4,42,0,11,5,2021-04-04 11:48:05
47,203.84,2.8,53.0,28.0,2,0,0,11,1,2020-06-23 13:25:45
42,9.34,1.2,4.0,5.0,1,0,0,0,0,2018-08-30 12:43:26
40,606.36,5.7,51.0,95.0,0,7,0,15,14,2016-10-13 13:57:50
55,1328.46,9.7,93.0,84.0,0,40,0,7,0,2015-11-14 13:35:09
29,400.33,2.4,147.0,139.0,39,13,0,14,73,2018-06-22 12:20:56
19,20.73,0.3,39.0,68.0,3,0,0,4,14,2021-09-07 15:22:07
51,176.58,1.8,55.0,76.0,0,3,0,4,2,2019-02-15 14:57:39
42,5142.76,14.8,431.0,107.0,15,7,0,22,6,2017-06-10 14:11:05
60,345.94,2.8,45.0,111.0,5,23,2,18,0,2021-03-27 14:49:51
27,238.87,2.5,53.0,61.0,3,0,0,30,64,2020-08-14 13:12:14
42,818.67,6.8,76.0,80.0,4,1,0,19,33,2021-03-13 13:35:27
47,293.15,2.6,68.0,80.0,2,18,0,10,4,2015-05-11 10:08:25
70,12.0,2.5,3.0,1.0,0,0,0,2,2,2016-08-07 18:37:26
48,93.26,1.2,35.0,73.0,0,30,0,11,3,2017-06-28 10:28:34
46,304.5,2.9,45.0,87.0,0,10,0,17,0,2017-02-09 17:43:24
52,227.03,2.7,48.0,65.0,0,4,0,19,5,2020-05-21 17:27:43
38,485.1,3.5,33.0,152.0,0,0,0,27,18,2019-05-22 13:43:10
46,2779.74,8.4,390.0,125.0,9,78,0,52,0,2016-02-07 16:02:03
51,17.82,1.8,4.0,7.0,0,0,0,0,0,2020-06-07 12:58:15
20,499.34,7.8,25.0,72.0,7,0,0,12,18,2020-11-18 18:19:56
25,739.56,5.4,85.0,95.0,0,0,0,24,22,2016-08-14 14:10:41
27,509.36,6.3,36.0,63.0,3,0,0,11,3,2021-01-30 18:02:16
66,44.16,2.3,8.0,8.0,0,0,0,2,1,2020-10-06 11:46:46
38,339.29,3.7,90.0,4.0,0,39,2,22,14,2019-12-28 17:58:23
53,369.95,3.5,46.0,86.0,0,5,1,6,2,2019-04-06 13:06:47
21,73.96,5.4,13.0,6.0,5,2,0,1,110,2021-08-29 16:16:57
36,327.93,5.2,65.0,7.0,2,40,0,12,27,2020-07-20 14:44:26
40,590.82,5.3,63.0,85.0,2,30,0,22,33,2016-12-19 18:50:32
24,283.5,4.3,32.0,68.0,7,3,0,5,28,2019-12-29 17:59:02
54,119.07,1.4,53.0,46.0,1,24,1,0,5,2018-02-10 13:37:55
47,202.65,1.5,62.0,106.0,0,3,0,19,3,2016-09-07 13:18:34
43,93.99,1.3,39.0,57.0,3,0,0,10,36,2015-05-16 17:14:03
58,311.15,3.5,58.0,46.0,0,10,2,8,4,2015-02-05 17:53:29
50,19.49,1.7,8.0,6.0,0,0,0,0,0,2021-11-20 11:24:22
53,240.47,2.5,40.0,94.0,0,6,0,1,5,2020-11-01 13:25:39
54,215.31,2.6,70.0,32.0,0,31,0,8,2,2016-10-26 11:05:40
35,330.05,2.3,70.0,106.0,0,0,0,11,23,2021-07-21 14:55:30
19,27.58,0.4,16.0,78.0,9,0,0,1,31,2015-12-16 14:06:14
44,407.62,5.4,36.0,66.0,3,0,0,20,28,2018-06-23 14:37:47
50,286.08,1.8,75.0,143.0,3,10,1,1,5,2017-05-17 12:50:26
39,208.68,2.6,67.0,31.0,0,0,0,7,30,2017-10-10 18:12:35
21,82.36,1.3,32.0,55.0,7,0,0,1,16,2015-02-17 17:04:09
43,435.12,4.8,31.0,84.0,3,3,0,5,30,2021-04-19 18:42:34
42,669.1,5.2,108.0,48.0,4,0,1,12,13,2020-10-13 14:02:10
47,383.0,3.7,103.0,17.0,1,36,0,10,0,2018-07-20 14:11:50
57,200.4,2.2,50.0,73.0,0,21,0,1,1,2019-08-20 10:01:16
38,522.05,3.7,52.0,147.0,3,5,0,13,17,2018-04-05 11:32:51
19,614.48,5.9,45.0,116.0,5,0,0,2,68,2020-05-23 12:16:45
33,439.37,8.9,34.0,26.0,7,24,2,9,49,2017-11-09 16:46:02
48,11.79,1.6,3.0,6.0,0,0,0,0,0,2018-11-02 14:47:48
45,1138.96,8.0,64.0,132.0,3,1,0,2,3,2016-09-27 18:39:38
36,440.29,5.4,62.0,41.0,0,0,0,14,35,2020-04-21 18:48:01
31,230.08,2.1,67.0,78.0,0,0,0,14,24,2019-09-15 15:17:21
57,554.4,3.6,46.0,154.0,2,0,0,18,2,2019-10-14 17:56:12
38,198.43,1.4,60.0,136.0,3,3,0,4,37,2021-09-25 16:52:31
43,220.5,3.5,36.0,38.0,2,4,1,24,24,2015-02-25 10:08:41
42,580.94,8.0,66.0,18.0,6,42,0,21,16,2019-10-17 14:03:05
64,47.52,1.8,18.0,4.0,0,0,0,1,1,2017-09-27 16:14:25
44,539.28,3.4,109.0,96.0,0,25,0,9,22,2018-08-23 13:07:52
36,358.38,2.9,66.0,100.0,2,1,0,22,65,2019-09-17 17:21:11
24,1360.38,8.2,149.0,106.0,43,3,0,4,69,2018-10-19 12:04:21
19,137.59,2.7,9.0,69.0,4,0,0,13,29,2020-06-09 17:47:09
42,901.53,8.1,62.0,71.0,2,0,0,4,24,2020-10-28 14:51:33
52,400.67,3.4,47.0,118.0,2,28,0,10,3,2015-03-06 13:41:46
34,304.8,3.3,55.0,68.0,0,33,1,21,41,2019-05-07 16:40:03
20,455.0,5.2,58.0,63.0,8,0,0,6,72,2016-01-22 15:17:26
30,805.9,8.0,100.0,64.0,41,4,2,3,55,2021-11-26 11:12:58
39,167.79,1.7,58.0,58.0,2,32,0,12,51,2017-06-05 13:49:28
